,Ритм магического ядра,Поток Энергий,Пламя Стихий,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи,Общая сила потоков,Общая сила ядра,Общее давление,Магическая производительность,Эффективность ядра,Магическая мощность
9273,162.04889921918286,7736.062,629.584,16.719,0.331,0.989,Ниже среднего,14946.816,2385247.658668112,10.561,18.650392749244713,7206186.279964084,-371.99745345600024
3709,144.20360574924163,6850.765,501.714,3.13,0.129,0.965,Слабый,3223.855,456748.04938885017,7.672,23.927441860465116,3540682.553401939,-231.870042768
11438,372.8434830897508,9742.506,1043.026,86.524,1.713,0.998,Сильный,74063.14099999999,27133000.314065143,27.063,8.108511383537653,15839463.113873405,14233.393464894003
4849,323.3238147282763,9313.675,919.842,59.905,1.186,0.97,Сильный,51870.42,16487641.212959556,21.900000000000002,10.410252951096123,13901889.724249205,4775.0018027999995
4748,241.6144455603248,8813.521,781.877,34.715,0.687,0.97,Выше среднего,30266.665,7193953.4167814655,15.801,13.478777292576417,10471547.913801258,498.0080016989995
4268,145.2200156924331,7086.031,592.74,12.576,0.249,0.968,Ниже среднего,8498.265,1216594.7678048804,8.928,18.594216867469882,4885922.762268596,-318.47729472
11789,372.84149341440354,9728.549,1052.09,87.729,1.737,1.0,Сильный,74051.239,27128377.692756895,27.441,7.996476683937823,15617949.16105751,15066.435223529996
8905,201.5129578150472,8459.639,710.378,25.409,0.503,0.988,Выше среднего,21974.818,4357592.7747165505,13.333,15.341153081510933,8663206.311563719,-171.8339173779997
4186,144.63159538841572,6851.442,505.737,0.765,0.134,0.967,Слабый,3450.0750000000003,490602.0867167326,7.715,23.03462686567164,3661209.602363676,-238.04819203
10406,145.21844489610626,7043.671,576.447,11.944,0.236,0.994,Ниже среднего,8495.681,1216214.7865144776,8.898,19.61847457627119,5153452.485230837,-335.04981218399996
5301,148.31626469205605,6719.159,545.097,0.0,0.179,0.972,Слабый,3777.883,556931.8750903466,7.8580000000000005,8.621899441340783,3111351.25748797,-268.52072354600006
2923,323.32800351848107,9315.699,931.512,60.802,1.204,0.962,Сильный,51871.198000000004,16488139.992289253,21.991999999999997,10.254617940199337,13694468.432133932,5176.838684415998
6588,140.14644827664063,6625.992,601.852,23.475,0.259,0.978,Слабый,4816.311000000001,673054.8594594977,8.093,,2598667.411040532,-281.18587887600006
1810,141.39858238860646,6844.417,521.767,18.145,0.162,0.957,Слабый,3328.177,463987.7120258738,7.693,19.053333333333335,2864121.6791720605,-266.9913039779999
3486,162.050784174775,7806.422,634.801,16.881,0.334,0.964,Ниже среднего,14951.592,2386035.746189387,10.47,18.482874251497005,7143819.599369422,-353.8908790199999
7419,162.04952753771357,7757.733,631.416,16.779,0.332,0.981,Ниже среднего,14948.346000000001,2385504.19466111,10.534,18.59421686746988,7185253.598376838,-365.7603681919999
3141,148.07635173307693,6721.561,523.13,0.0,0.149,0.963,Слабый,2771.935,407104.09267447237,7.654,10.357852348993289,2732242.23271458,-242.76674002
10019,145.21907321463698,7070.654,570.304,11.679,0.231,0.992,Ниже среднего,8496.858,1216387.1958800529,8.832,20.043116883116884,5265745.436710185,-338.05165363200007
9347,241.58219187574792,8810.699,753.881,33.019,0.654,0.989,Выше среднего,30259.406,7191283.401729814,15.609000000000002,14.158899082568805,10995846.180015005,182.53436196599972
1324,140.87226089937502,6840.93,546.302,22.039,0.193,0.955,Слабый,4022.882,560374.0761644931,7.855,15.992953367875648,2903492.622613954,-287.58501347
4312,142.822038019948,6807.719,503.383,9.982,0.134,0.968,Слабый,2883.607,404473.2970708349,7.65,,3018457.440827126,-238.45568670000006
7494,280.44180804506146,9116.773,833.16,44.743,0.886,0.982,Сильный,39668.954999999994,10938392.945051743,18.77,12.193273137697517,12345815.965069687,1615.7921751999995
8702,372.8413886946484,9738.604,1070.323,89.244,1.767,0.987,Сильный,74050.27,27128134.064627517,27.482,7.860713073005094,15352650.8571746,16234.956900162004
9872,372.8407603761177,9732.889,1064.956,88.864,1.759,0.992,Сильный,74048.255,27127382.56028385,27.521,,15422048.07292999,15924.575415683996
8691,280.4407608475103,9115.932,826.773,44.321,0.878,0.987,Сильный,39671.363999999994,10939019.26857667,18.737000000000002,12.304373576309796,12459019.668082768,1493.3144294780004
11337,280.43898061167323,9114.827,811.553,43.288,0.857,0.998,Сильный,39675.656,10940129.35411722,18.637999999999998,12.605880980163361,12765611.84844483,1206.7903895979998
10048,201.5164135669661,8476.478,686.53,24.043,0.476,0.992,Выше среднего,21977.924,4358288.979828671,13.074000000000002,16.211344537815126,9156069.28535435,-307.86289128000016
9580,201.51662300647635,8478.323,687.524,24.089,0.477,0.99,Выше среднего,21978.337,4358357.390243632,13.07,16.17735849056604,9137017.589609291,-302.21828963999997
10578,162.04785202163166,7701.654,636.438,17.076,0.338,0.995,Ниже среднего,14944.940999999999,2384935.859123471,10.67,,7056023.251844589,-359.0663705200001
5541,280.44788179085845,9129.664,821.685,43.679,0.865,0.973,Сильный,39653.234,10934361.710000528,18.434,12.489294797687862,12640880.589595987,1366.2824558499992
6172,323.3224533714598,9306.604,925.161,60.54,1.199,0.976,Сильный,51870.272000000004,16487589.897707006,22.119,10.297381150959133,13751117.512683073,5016.678538640998
1540,140.82838332197989,6833.298,549.991,22.398,0.198,0.956,Слабый,4107.625,572154.5983644901,7.886,15.589090909090908,2889669.688709546,-290.43966085200003
9409,201.5133766940676,8461.368,705.465,25.137,0.498,0.99,Выше среднего,21974.972,4357641.3293374935,13.29,15.495180722891567,8750283.793850388,-202.09345469999977
2681,372.84714828118,9774.31,1093.114,90.523,1.792,0.961,Сильный,74059.354,27131960.212391056,27.080000000000002,7.751049107142856,15140602.797093224,17329.799639040004
11793,162.0479567413868,7700.546,629.915,16.775,0.332,1.0,Ниже среднего,14944.438,2384863.9926098646,10.63,,7183325.278945375,-374.3909386000002
11185,323.316484345418,9299.783,899.951,58.657,1.161,0.997,Сильный,51869.132,16486865.200199496,21.977,10.634418604651163,14200572.95452153,4183.2584584470005
6313,201.51714660525192,8492.385,693.67,24.363,0.482,0.976,Выше среднего,21983.045000000002,4359308.993529342,13.034,16.00954356846473,9044209.530143864,-265.9334840400003
1191,162.04994641673406,7785.03,657.304,17.93,0.355,0.955,Ниже среднего,14951.395999999999,2385995.2143493155,10.652,17.389521126760563,6721113.279857227,-297.5857761600001
5293,144.8723461054358,6824.107,511.962,0.312,0.139,0.972,Слабый,3577.2200000000003,509713.35738821334,7.795,22.206043165467623,3667002.571138225,-242.74629319000005
1542,162.050784174775,7808.872,645.347,17.361,0.344,0.956,Ниже среднего,14952.32,2386151.7745508566,10.533000000000001,17.94558139534884,6936487.716717606,-328.46772885600006
7056,141.6513758774653,6632.001,615.848,17.771,0.273,0.98,Слабый,5515.173000000001,779048.7126472245,8.257,5.653186813186813,2853658.2880850714,-270.84195247200006
2539,142.3599097406049,6850.851,503.303,12.263,0.138,0.96,Слабый,2956.429,413756.12290928175,7.5969999999999995,22.36695652173913,2998232.77470494,-243.956277042
953,372.8446350070572,9774.551,1110.173,92.131,1.824,0.954,Сильный,74051.897,27129072.334460676,27.311,,14873394.920208704,18639.526776672
7241,241.6310960013888,8820.761,758.53,33.268,0.659,0.98,Выше среднего,30283.899999999998,7198542.16475715,15.593,14.051471927162366,10923432.723455463,231.51348110999973
6731,372.8457869243635,9761.74,1067.079,88.359,1.749,0.978,Сильный,74064.929,27133759.30481961,26.988999999999997,7.941612349914236,15513870.38583168,15628.173988118997
4846,201.5159946879456,8491.779,703.312,24.886,0.493,0.97,Выше среднего,21983.746000000003,4359432.995059339,13.103,15.65233265720081,8842663.275982432,-211.15725595199993
6801,280.4434835611434,9118.704,834.091,44.765,0.886,0.979,Сильный,39665.744,10937605.468490444,18.74,12.193273137697517,12344927.165339101,1628.66765124
8010,141.9246944383276,6630.197,608.896,16.331,0.265,0.984,Слабый,5423.150000000001,767455.5143801456,8.228,5.823849056603773,2896058.544830738,-277.1401036800001
4330,143.44072233319494,6816.554,501.452,6.753,0.13,0.968,Слабый,2954.431,416074.0566095062,7.657,23.743384615384613,3200569.6662269705,-233.47142468
8924,241.57255765827688,8790.174,777.08,34.548,0.684,0.988,Выше среднего,30253.345,7189522.298419909,15.895999999999999,13.537894736842103,10510997.512309806,446.65725312000046
5334,280.4481959501238,9131.657,819.351,43.476,0.861,0.972,Сильный,39651.706,10933881.491700789,18.378,12.547317073170733,12699049.351568861,1318.901047758
7330,201.51410973235343,8472.369,707.176,25.18,0.498,0.981,Выше среднего,21978.44,4358346.359234901,13.238,15.495180722891567,8751699.516535945,-190.02291177599972
9348,280.44735819208285,9125.534,804.369,42.563,0.843,0.989,Сильный,39661.156,10936444.650633052,18.376,12.81523131672598,12973243.950928887,1059.1019911920005
4729,201.5137955730881,8480.022,715.816,25.609,0.507,0.97,Выше среднего,21981.53,4358938.060572419,13.253,15.220118343195265,8597510.96759846,-135.6217658639998
6541,323.3209872948881,9312.265,909.025,59.057,1.169,0.977,Сильный,51869.648,16487279.758535443,21.805,10.561642429426861,14103746.585573519,4410.4150361249995
11174,241.56627447296967,8797.241,755.188,33.171,0.657,0.997,Выше среднего,30254.676,7189676.1524378285,15.695,14.094246575342464,10943190.49077295,197.85926861999988
5305,201.51578524843532,8488.962,703.221,24.894,0.493,0.972,Выше среднего,21982.876,4359261.206113702,13.118,15.65233265720081,8842314.81970325,-211.987496546
5161,201.51306253480223,8474.524,718.693,25.787,0.51,0.972,Выше среднего,21980.18,4358651.773716259,13.303999999999998,,8546376.026894625,-117.4286872800001
7860,162.04921337844823,7747.35,633.091,16.869,0.334,0.983,Ниже среднего,14947.667000000001,2385390.834952539,10.564,,7141888.72740281,-363.10164578399997
2156,241.6342375940424,8823.695,789.985,35.161,0.696,0.959,Выше среднего,30284.053,7198674.660488712,15.807,13.30448275862069,10342923.362771139,593.9252629200001
1062,141.66687440122303,6713.315,668.056,16.776,0.333,0.954,Слабый,7361.704,1040698.176037578,8.533,4.634594594594595,3125219.7478605947,-193.0621286159999
10808,372.8405509366074,9728.326,1060.708,88.562,1.753,0.996,Сильный,74046.984,27126885.984600965,27.553,7.923491158014832,15474549.905648014,15683.529205572004
1167,280.44767235134816,9143.022,826.481,43.731,0.866,0.954,Сильный,39639.574,10930606.202381,18.221,12.474872979214782,12621947.115913395,1427.734624666
3636,148.3832853353326,6727.237,545.109,0.0,0.176,0.965,Слабый,3601.77,531029.946826099,7.839,8.768863636363637,3017215.6069664713,-263.365440624
7651,145.885090857198,6812.994,567.251,0.0,0.21,0.982,Слабый,5804.909000000001,837716.103114379,8.279,14.698285714285715,3989124.300544662,-293.38532391
5588,372.8463105231391,9769.619,1070.064,88.438,1.751,0.973,Сильный,74067.77100000001,27134846.59910794,26.867,7.93254140491148,15496771.330158733,15715.745901488004
11130,280.441389166041,9116.793,809.173,43.08,0.853,0.997,Сильный,39672.684,10939444.808285026,18.582,12.664994138335288,12824671.522022305,1159.824685158
7192,145.97410264904974,6820.407,561.801,0.0,0.203,0.98,Слабый,5606.999000000001,809291.0811958252,8.225999999999999,15.205123152709358,3986655.5723932274,-290.8910777219999
4491,148.11342252638926,6694.563,540.633,0.0,0.169,0.969,Слабый,3283.9519999999998,483041.4162047781,7.819,9.13207100591716,2858233.2319809357,-258.16010283699995
7266,162.04837562040728,7724.367,646.209,17.498,0.346,0.981,Ниже среднего,14946.859999999999,2385253.2396232667,10.692,17.84184971098266,6893795.490240656,-332.17569871200016
4980,162.04931809820337,7758.418,645.444,17.423,0.345,0.971,Ниже среднего,14949.038,2385608.712284065,10.623,17.893565217391306,6914807.861692942,-331.8818538600001
8335,145.5906189058015,6799.718,582.1,0.355,0.23,0.985,Слабый,6322.217000000001,911492.9273869386,8.397,13.420173913043477,3963012.727769298,-297.22860899999995
11872,140.77445264809327,6745.874,551.22,22.594,0.211,1.0,Слабый,4921.731,686576.0101158584,8.042,,3253914.739885585,-313.54616035999993
4946,241.5737095755832,8807.891,785.776,34.974,0.692,0.971,Выше среднего,30254.358,7189842.845864906,15.857,13.381387283236995,10389946.309053333,546.1942381439994
2782,143.0442533403119,6855.266,498.655,8.535,0.13,0.961,Слабый,2935.631,412429.33951413416,7.5889999999999995,23.743384615384613,3172533.380877955,-234.15745665
717,280.44840538963405,9131.409,851.639,45.691,0.905,0.953,Сильный,39647.94,10932902.478767607,18.636,11.9372817679558,12080555.225157578,1950.3188056200004
10011,162.04900393893797,7737.318,624.88,16.499,0.327,0.992,Ниже среднего,14946.725,2385236.074101122,10.529,18.878532110091744,7294299.920798538,-382.58427096
2502,138.08231718347707,6686.941,619.7,31.029,0.286,0.96,Слабый,5426.627,747700.9727405898,8.104000000000001,5.396223776223777,2614339.0655265376,-269.55362719999994
4360,201.51568052868024,8491.884,706.252,25.044,0.496,0.968,Выше среднего,21984.029,4359489.273201523,13.122,15.55766129032258,8789292.8895192,-193.6152149760003
4171,201.51662300647635,8497.384,702.042,24.793,0.491,0.967,Выше среднего,21985.185,4359730.927546045,13.062999999999999,15.716089613034622,8879289.058138585,-217.80433681399978
8082,146.45612768186552,6673.233,491.144,0.147,0.117,0.984,Слабый,2045.1879999999999,296520.6414375568,7.45,13.19076923076923,2534364.4567312547,-213.4287324
11645,372.843692529261,9738.79,1044.514,86.757,1.717,0.999,Сильный,74060.43400000001,27131971.220458403,27.153,8.089621432731509,15801963.436492953,14383.447462313996
395,372.84735772069024,9790.293,1099.549,90.69,1.795,0.951,Сильный,74066.655,27134567.860911235,26.835,7.738094707520892,15116750.897443585,17511.728159924998
7186,201.51578524843532,8482.284,698.161,24.65,0.488,0.98,Выше среднего,21980.419,4358773.336397615,13.121,,8931912.574585278,-242.28493327200036
11719,145.80435192600078,6734.967,532.05,0.0,0.165,1.0,Слабый,4360.171,626663.4594691532,8.083,18.70690909090909,3797960.36041911,-272.0070952500001
4492,141.81578589300315,6784.202,516.465,15.674,0.152,0.969,Слабый,3042.507,424651.34567279206,7.719,20.306842105263158,2793758.853110474,-257.57778107999997
1365,280.44767235134816,9140.51,829.777,44.008,0.871,0.955,Сильный,39641.534,10931070.06283107,18.293,12.403260619977038,12550023.03424922,1494.1679777310005
11922,280.4446354784497,9120.392,797.427,42.183,0.835,1.0,Сильный,39669.261,10938567.728939757,18.419999999999998,12.938011976047905,13100081.112502703,944.7902589000001
8787,162.04889921918286,7736.542,632.176,16.839,0.333,0.987,Ниже среднего,14946.9,2385266.7804382197,10.576999999999998,18.53837837837838,7162963.304619278,-365.6827671839998
5917,201.51410973235343,8477.092,711.25,25.377,0.502,0.975,Выше среднего,21980.063000000002,4358668.580296364,13.238,15.371713147410357,8682606.733658096,-164.475531
4968,147.94073965019695,6691.483,530.391,0.0,0.157,0.971,Слабый,2997.7509999999997,440171.18943676364,7.742,9.830063694267515,2803638.1492787492,-249.91650584600006
2914,323.3291554357874,9315.297,932.559,60.9,1.206,0.962,Сильный,51871.622,16488331.299367387,22.012999999999998,10.237611940298509,13671916.500304634,5218.1850400019985
10518,280.4462062747765,9123.185,801.196,42.39,0.839,0.994,Сильный,39664.577999999994,10937387.461513557,18.396,12.876328963051252,13036218.666881474,1006.2509718240004
5644,142.9414185407844,6775.102,505.196,9.441,0.134,0.974,Слабый,2862.183,401693.54555905674,7.696,23.03462686567164,2997713.026560125,-238.01985625599997
3766,201.51348141382272,8481.115,720.879,25.873,0.512,0.966,Выше среднего,21982.158000000003,4359058.218497322,13.281,15.071484374999999,8513785.583002582,-102.82086451199987
3440,145.22095817022915,7125.904,584.915,12.241,0.242,0.964,Ниже среднего,8500.1,1216861.882914371,8.837,19.132066115702482,5028354.888075913,-323.1034310900001
7357,201.51452861137392,8475.061,704.293,25.013,0.495,0.981,Выше среднего,21979.011,4358468.065370174,13.203,15.589090909090908,8804985.990646817,-207.22062289499993
6806,145.21907321463698,7051.281,591.02,12.527,0.248,0.979,Ниже среднего,8496.147,1216287.720814901,8.965,18.6691935483871,4904385.971027826,-322.3369336
9879,280.43898061167323,9114.6,821.482,43.983,0.871,0.992,Сильный,39674.393000000004,10939792.546901505,18.721,12.403260619977038,12560037.367280718,1393.8687226619995
2143,140.90535234199285,6799.1,590.6,23.842,0.244,0.959,Слабый,5305.033,741142.8492856115,8.21,,3037470.69379349,-291.271096
5104,145.4360525472449,6842.309,521.295,0.0,0.152,0.971,Слабый,4032.003,577541.835450627,7.868,20.306842105263158,3799617.338490967,-256.77343888000007
5073,280.44788179085845,9130.632,823.01,43.75,0.866,0.971,Сильный,39652.043999999994,10934019.002688978,18.425,12.474872979214782,12625887.99386718,1388.3359105
1571,241.61622579616176,8840.385,777.317,34.304,0.679,0.956,Выше среднего,30289.115,7199336.959617172,15.618,,10602852.665121019,438.15116717400014
4079,145.2203298516984,7101.082,589.155,12.424,0.246,0.967,Ниже среднего,8498.901,1216687.1458684474,8.89,18.8209756097561,4945882.706782307,-321.1412043000001
1122,280.447462911838,9140.504,831.462,44.124,0.874,0.954,Сильный,39641.248,10931003.005494414,18.306,12.360686498855836,12506868.427339146,1527.3389231279998
2786,241.61465499983493,8840.059,769.35,33.822,0.67,0.961,Выше среднего,30289.243,7199296.920470666,15.562000000000001,13.820776119402984,10745219.284284575,347.72510900000026
2967,280.44788179085845,9135.027,829.036,44.072,0.873,0.962,Сильный,39646.691,10932500.938304845,18.39,12.374845360824743,12522910.582250683,1493.6436709199993
2504,145.22127232949452,7135.13,586.716,12.308,0.244,0.96,Ниже среднего,8500.592,1216933.3502579487,8.836,,4987431.763352249,-321.853915456
5988,162.04963225746872,7765.251,636.668,17.013,0.337,0.975,Ниже среднего,14949.043,2385613.4992286935,10.555,18.31833827893175,7078971.807800277,-353.32740062
8867,145.21959681341258,7086.733,570.903,11.695,0.232,0.987,Ниже среднего,8497.751,1216516.0348541054,8.815,19.956724137931037,5243603.598509075,-337.63657276
11000,145.2168740997795,7007.193,584.668,12.298,0.243,0.997,Ниже среднего,8494.041000000001,1215970.1552863994,8.99,,5003992.408586006,-330.59534723999997
7164,138.7501150618751,6636.587,480.663,21.449,0.121,0.98,Слабый,1014.3050000000001,139043.57155523097,7.152,12.754710743801654,1149120.426076289,-220.966597104
728,372.84494916632246,9776.536,1110.442,92.103,1.823,0.953,Сильный,74053.40400000001,27129422.17846479,27.275,7.61924300603401,14881745.572388804,18618.126817649998
7587,143.2865748536588,6649.178,469.408,2.239,0.093,0.982,Слабый,1139.5200000000002,160837.17426118406,7.217,16.59483870967742,1729431.9813030544,-178.93148515199996
7543,145.3417000478821,6780.16,523.263,0.0,0.152,0.982,Слабый,3879.924,555120.4146300817,7.936,20.306842105263158,3652107.99098738,-256.61868646399995
412,323.3317734296654,9324.807,931.973,60.578,1.199,0.951,Сильный,51871.905999999995,16488564.391455172,21.793,10.297381150959133,13751930.268102728,5120.736667210998
11338,323.3148088293361,9295.433,908.652,59.492,1.178,0.998,Сильный,51868.748,16486687.292636273,22.173000000000002,10.480950764006792,13995490.061660673,4509.634673688001
9708,280.44316940187804,9118.588,815.0,43.448,0.86,0.991,Сильный,39668.941,10938486.427426808,18.593,,12719170.264449777,1263.20842
5745,162.04963225746872,7765.522,637.981,17.073,0.338,0.974,Ниже среднего,14949.134,2385627.2734474353,10.563,18.26414201183432,7058068.856353358,-349.9566475860001
7668,145.18650537079478,6682.878,468.665,0.0,0.093,0.982,Слабый,1387.655,198697.16972278175,7.2379999999999995,16.59483870967742,2136528.706696578,-179.95227788999995
825,280.44735819208285,9137.463,839.238,44.718,0.885,0.953,Сильный,39642.93,10931459.41839383,18.424,12.207050847457628,12351931.546207717,1683.320367120001
3267,142.29487877267562,6717.986,449.41,0.0,0.069,0.963,Слабый,575.3290000000001,79584.24504364852,6.9830000000000005,,1153394.855705051,-138.08679993
3974,241.61622579616176,8836.684,764.635,33.553,0.664,0.966,Выше среднего,30288.418,7199150.190274632,15.546000000000001,13.945662650602408,10842093.660052156,295.5860474399999
8808,280.4456826760009,9122.476,813.554,43.266,0.857,0.987,Сильный,39663.752,10937098.935115898,18.507,12.605880980163361,12762075.770263592,1230.0451394459997
8306,372.84316893048543,9748.062,1065.457,88.549,1.753,0.985,Сильный,74057.881,27131106.524679396,27.240000000000002,7.923491158014832,15476957.515504505,15732.138416040005
417,162.05141249330575,7830.807,643.344,17.245,0.341,0.951,Ниже среднего,14953.586000000001,2386363.590628396,10.482,18.103460410557183,6998133.696857465,-331.1860854719998
11261,145.2168740997795,7012.538,581.833,12.18,0.241,0.998,Ниже среднего,8494.228,1215995.5682393666,8.968,19.21145228215768,5045624.7644787,-333.19928709600003
9817,323.3177409824794,9304.664,899.77,58.507,1.158,0.991,Сильный,51868.948000000004,16486922.813490596,21.867,10.6619689119171,14237411.756036784,4146.981647219999
6748,323.3211967343984,9310.487,911.391,59.302,1.174,0.978,Сильный,51869.853,16487333.440315401,21.872999999999998,10.516660988074959,14043725.247287394,4503.848300681999
8967,162.0484803401624,7722.634,636.917,17.073,0.338,0.988,Ниже среднего,14946.215,2385152.8525400492,10.634,18.26414201183432,7056665.244201329,-356.1332342359999
11088,141.44916203032923,6608.72,557.31,17.598,0.209,0.997,Слабый,3850.1200000000003,542469.9839125713,7.87,7.384306220095694,2595550.162261107,-293.9146727000001
11508,280.4328021461212,9110.85,818.042,43.825,0.868,0.999,Сильный,39681.759000000005,10941535.30951276,18.766000000000002,12.446129032258066,12605455.425705945,1336.3729492960006
2082,162.05120305379552,7820.415,637.541,16.991,0.336,0.958,Ниже среднего,14952.647,2386209.960861652,10.463,18.372857142857143,7101815.359707298,-346.13930971199983
8945,372.8413886946484,9738.384,1068.356,89.061,1.763,0.988,Сильный,74050.73,27128304.825983535,27.461999999999996,7.878547929665343,15387580.729429118,16091.183912135997
10738,141.32936263047233,6769.976,574.82,21.145,0.24,0.995,Слабый,5920.0070000000005,830093.0648823872,8.223,12.861,3458721.1036766134,-318.09195359999995
3373,323.32842239750164,9313.748,932.232,60.917,1.206,0.964,Сильный,51871.231,16488232.808643118,22.044,10.237611940298509,13671834.833037412,5216.840278847999
5726,145.21991097267795,7087.826,585.216,12.274,0.243,0.974,Ниже среднего,8498.219000000001,1216585.1773103157,8.887,19.053333333333335,5006523.363416937,-325.62423014399997
4107,162.0500511364892,7781.428,641.156,17.201,0.34,0.967,Ниже среднего,14950.375,2385831.6272226614,10.555,18.15670588235294,7017151.844772533,-340.3666628000002
10636,323.31606546639745,9297.05,910.58,59.607,1.18,0.995,Сильный,51868.83,16486843.193685386,22.16,10.463186440677967,13971901.011597786,4565.057504
4380,280.4480912303687,9132.594,824.004,43.777,0.867,0.968,Сильный,39649.977,10933405.975732535,18.397,12.460484429065744,12610618.195769938,1403.6813127960002
7723,144.33471488265147,6756.824,509.083,2.538,0.134,0.983,Слабый,3225.582,457352.5450403684,7.8149999999999995,23.03462686567164,3413078.694331107,-237.62975156999997
1066,201.5159946879456,8503.652,715.57,25.49,0.505,0.954,Выше среднего,21988.221,4360321.882111908,13.119,15.280396039603959,8634300.756657243,-135.35069084999967
3913,323.3249666455826,9315.906,922.568,60.065,1.189,0.966,Сильный,51870.557,16487753.302687464,21.882,,13866907.739854889,4854.069880464001
5536,145.4102914874855,6827.705,521.602,0.0,0.152,0.973,Слабый,3970.482,568507.1267816264,7.878,20.306842105263158,3740178.4656685945,-256.73217148800006
8002,145.59962480474184,6774.926,530.095,0.0,0.16,0.984,Слабый,4126.6359999999995,591888.97396299,8.001999999999999,19.2915,3699306.0872686873,-263.62428959999994
5387,241.56575087419407,8802.647,788.115,35.144,0.696,0.973,Выше среднего,30252.694,7189193.380537227,15.904,13.30448275862069,10329300.834105212,576.8705241600001
5732,372.8450538860776,9760.35,1077.52,89.397,1.77,0.974,Сильный,74059.38299999999,27131861.866504356,27.153,7.847389830508474,15328735.517799072,16413.727831199998
2738,145.22127232949452,7132.816,586.265,12.291,0.243,0.961,Ниже среднего,8500.460000000001,1216914.1810500012,8.836,19.053333333333335,5007877.28827161,-321.50320578000003
5052,162.04994641673406,7774.301,638.473,17.086,0.338,0.971,Ниже среднего,14949.679,2385720.863790032,10.55,18.26414201183432,7058345.750858082,-347.7715293000002
4000,201.5133766940676,8480.165,720.348,25.85,0.512,0.967,Выше среднего,21981.908,4359015.650566547,13.283,15.071484374999999,8513702.442512788,-106.44762419200029
9760,201.51557580892512,8472.033,692.594,24.392,0.483,0.991,Выше среднего,21976.926,4358059.672923352,13.14,15.97639751552795,9022897.873547312,-275.48138771999965
2427,280.44735819208285,9131.964,838.543,44.787,0.887,0.96,Сильный,39648.53,10932987.29560126,18.522,12.179526493799324,12325803.039009312,1684.680382602
6833,145.2191779343921,7058.898,588.597,12.426,0.246,0.979,Ниже среднего,8496.824,1216383.13558392,8.943,18.8209756097561,4944646.892617561,-324.283357134
10123,323.3075831662328,9295.961,917.166,60.176,1.191,0.993,Сильный,51867.502,16485894.65718965,22.258000000000003,10.366549118387908,13842061.005197018,4802.579858148002
1687,201.51410973235343,8492.511,722.733,25.92,0.513,0.957,Выше среднего,21985.774999999998,4359803.910790595,13.229000000000001,15.042105263157893,8498643.100956326,-90.03619035900037
851,241.61570219738624,8841.615,781.07,34.524,0.684,0.953,Выше среднего,30289.342,7199361.7079871595,15.64,13.537894736842103,10525382.614016315,482.1480432000006
6303,162.0501558562443,7780.917,628.559,16.622,0.329,0.976,Ниже среднего,14949.689999999999,2385723.4610358896,10.475,,7251439.091294497,-370.2712322750001
9087,280.44683459330724,9124.507,807.951,42.834,0.848,0.988,Сильный,39661.632999999994,10936625.873426218,18.424,,12896964.473379973,1124.1301899520001
5878,143.06017074309008,6773.608,504.624,8.677,0.133,0.975,Слабый,2872.2250000000004,403404.93208597554,7.699,23.20781954887218,3033119.790120117,-236.921388592
8527,201.5144238916188,8470.409,701.737,24.895,0.493,0.986,Выше среднего,21977.525999999998,4358159.296994452,13.213,15.65233265720081,8840079.709927896,-223.18949036700022
2839,201.5137955730881,8485.853,722.023,25.913,0.513,0.962,Выше среднего,21983.639,4359360.635001736,13.261,15.042105263157893,8497779.015597925,-95.08403546099983
11279,145.2169788195346,7017.524,580.242,12.113,0.24,0.998,Ниже среднего,8494.395,1216018.9537578707,8.953,19.291500000000003,5066745.640657795,-334.68032976000006
4611,162.0501558562443,7784.852,636.799,16.997,0.336,0.969,Ниже среднего,14950.293,2385821.825480494,10.520999999999999,18.372857142857143,7100660.194882423,-350.68109025600006
9540,146.4357073296172,6677.948,586.511,0.488,0.234,0.99,Слабый,5549.707,809667.1877171629,8.209999999999999,6.595384615384615,3460116.186825482,-287.18929746000003
9207,141.58121364153513,6624.66,596.286,17.705,0.253,0.989,Слабый,5099.708,719864.5838366942,8.14,6.100079051383399,2845314.560619345,-287.72980588000013
11008,143.33317514468703,6723.192,496.784,6.706,0.126,0.997,Слабый,2904.65,408690.18228530046,7.726,24.497142857142858,3243572.8752801623,-232.87103481600002
9823,201.51683244598647,8478.289,686.105,24.011,0.475,0.991,Выше среднего,21978.086,4358323.027206828,13.062000000000001,16.245473684210527,9175416.899382796,-309.5710327499999
2489,241.62041458636656,8833.949,777.362,34.342,0.68,0.96,Выше среднего,30287.245000000003,7199021.055599218,15.656,13.617529411764703,10586795.669998849,440.3431609599997
6905,145.21959681341258,7079.176,582.204,12.158,0.241,0.979,Ниже среднего,8497.637999999999,1216500.2059180527,8.883,19.21145228215768,5047718.6967554055,-329.24693818800006
7390,146.03536370579474,6808.704,552.603,0.0,0.19,0.981,Слабый,5170.54,745865.6897226146,8.166,16.245473684210527,3925608.8932769187,-284.5477813800001
2849,241.6396830213086,8819.414,789.519,35.156,0.696,0.962,Выше среднего,30282.768,7198522.998623984,15.829,13.30448275862069,10342705.457793081,589.617966696
6665,241.5804116399109,8809.793,772.232,34.145,0.676,0.978,Выше среднего,30257.057999999997,7190682.50429275,15.747,13.698106508875737,10637104.29629105,385.68862550399973
